* Categories *,* Colour *,* ID *
Train Driver,https://www.youtube.com/embed/qKWPX6CKPYQ&index=14&list=PLLPZVmpSEVzw_l02-YQRiSwiutXFOQrca,2
Travel Agency Consultant,https://www.youtube.com/embed/RmJr-EyLLGw&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=20,2
Treescape - Arborist,https://www.youtube.com/embed/9tIWnH3vEPs,"2,3,5"
Treescape - Land Clearing,https://www.youtube.com/embed/S1GuxN1QhW0,"2,3,5"
Treescape - Utility Arborist,https://www.youtube.com/embed/_AYFqFe3e5o,"2,3,5"
Truck Driving Part 1,https://www.youtube.com/embed/KUSzKMsD7FE&index=6&list=PLLPZVmpSEVzw_l02-YQRiSwiutXFOQrca,2
Truck Driving Part 2,https://www.youtube.com/embed/F_rBXH7LQ5o&index=7&list=PLLPZVmpSEVzw_l02-YQRiSwiutXFOQrca,2
Truck Driving Part 3,https://www.youtube.com/embed/_byTT7tBTE8&index=5&list=PLLPZVmpSEVzw_l02-YQRiSwiutXFOQrca,2
Vegetable Production ,https://www.youtube.com/embed/pTGMBIrhZOI,3
Veterinarian,https://www.youtube.com/embed/wckXjcD5C58&index=4&list=PLLPZVmpSEVzz7jXkheuUflts3aDI49nSf,3
Veterinary Nurse ,https://www.youtube.com/embed/eFdtiRPerag,3
Viticulture,https://www.youtube.com/embed/awp1lCXUsug,3
Volunteer Firefighter,https://www.youtube.com/embed/kIkswup_Ea4&index=12&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI,1
Volunteer Rural Firefighter,https://www.youtube.com/embed/LDrSGOaD-V4,1
Warehouse Stationery - Store Manager ,https://www.youtube.com/embed/46v0OuuravE&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=21,2
Warehousing & Distribution,https://www.youtube.com/embed/QTrzEZJEX0c,2
Waste Water Treatment ,https://www.youtube.com/embed/N7tI14oH5XM,"5,6"
Water Reticulation,https://www.youtube.com/embed/cBs0IHu9zQA,"5,6"
Water Treatment,https://www.youtube.com/embed/ZjwWhNjJlNc,"5,6"
Winemaker ,https://www.youtube.com/embed/iVTr3eStrW8,3
Wool Harvesting,https://www.youtube.com/embed/oKtON4ZP0rc,3
Working for Yourself,https://www.youtube.com/embed/QTme7NVzxOg,0
Youth Social Worker,https://www.youtube.com/embed/Kf9Sm1mDhas,1
SADD Video,https://www.youtube.com/embed/PuqvSrluJig,-1
Bachelor of IT,https://www.youtube.com/embed/9MPZSZC7q2c,0
Civil Engineering,https://www.youtube.com/embed/lGOqqHrBmmw,0
Abacus Bio,https://www.youtube.com/embed/W5VLd3xY834,0
Fringe Festival,https://www.youtube.com/embed/69WGQ-46U9A,0
Southern District Health Board,https://www.youtube.com/embed/PMTVm0yi3Vo,0
RATA South Otago,https://www.youtube.com/embed/XnDuGqwJZVY,0
Pier 24,https://www.youtube.com/embed/_ZjDD5NUWs8,0
Why Otago Polytechnic,https://www.youtube.com/embed/-MlNPRMB-N0,0
NZ Cricket,https://www.youtube.com/embed/8gJeyU6HI0k,0
Cardrona Alpine Resort,https://www.youtube.com/embed/lXmvOV3oCKQ,0
Architecture van Brandenburg,https://www.youtube.com/embed/W-tvZYwyHyA,0
Wainwright and Co,https://www.youtube.com/embed/w3tgqoeZuQM,0
Green Island Veterinary Clinic,https://www.youtube.com/embed/omI_UwqwsKk,0
School of Art,https://www.youtube.com/embed/whLJL4hYDhw,0
Graduate Tessa Hewlett,https://www.youtube.com/embed/0HaDuItCqhk,0
Graduate Nina Daniels,https://www.youtube.com/embed/1DQ6Kuoa2os,0
Graduate Kirsty Lind,https://www.youtube.com/embed/7abqkpeqmJk,0
Graduate Finn Glover,https://www.youtube.com/embed/XA0NyAQG6sM,0
Graduate Dean Griffiths,https://www.youtube.com/embed/UuLpGOFC5AI,0
Francis Hooper,https://www.youtube.com/embed/vUrcQtRJPXQ,0
Lachlan Rutherford,https://www.youtube.com/embed/Lp_0xG7Fn-0,0
