Banking - Customer Services Officer ANZ,https://www.youtube.com/watch?v=b7Jf1E_MZZo&index=22&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD,2
Banking - Lending Services Officer ANZ ,https://www.youtube.com/watch?v=sltL5YjuUIk&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=23,2
Brewer,https://www.youtube.com/watch?v=lacLug5XhJw,"2,6"
Building and Carpentry,https://www.youtube.com/watch?v=dXanRR2Md8k&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC&index=13,5
Building and Carpentry,https://www.youtube.com/watch?v=Zr21deEMszs&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,5
Bus Driving,https://www.youtube.com/watch?v=a9Jh2vEfPPs&list=PLLPZVmpSEVzw_l02-YQRiSwiutXFOQrca&index=15,2
Canvas Fabrication Technician,https://www.youtube.com/watch?v=fqwMOvro3KQ,"5,6"
Career Firefighter ,https://www.youtube.com/watch?v=dEYWQcUgUc8,1
Carl's Jr,https://www.youtube.com/watch?v=VrXJMLRd1IQ,2
Carpenter,https://www.youtube.com/watch?v=qtFR9VwAdls&index=4&list=PLBBD27DE60692B177,"4,5"
Carpentry,https://www.youtube.com/watch?v=nc_32xhkxTI&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0&index=10&spfreload=1,"4,5"
Carpentry CHCH,https://www.youtube.com/watch?v=0kvuFQn39io&index=4&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC,"4,5"
Carpet and Vinyl Installation,https://www.youtube.com/watch?v=qEuFwTwQ0Qs&index=2&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,5
Civil Construction,https://www.youtube.com/watch?v=AarBa5TomkY&index=4&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY,"5,6"
Civil Engineer ,https://www.youtube.com/watch?v=VpeeaClpXnM&index=15&list=PLBBD27DE60692B177,"5,6"
Civil Engineering,https://www.youtube.com/watch?v=GcLX8Dv2KyQ&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY&index=5,"5,6"
Civil Engineering Technician,https://www.youtube.com/watch?v=HtVxO18jLnc&index=18&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY,"5,6"
Civil Laboratory Technician,https://www.youtube.com/watch?v=2R3rQHDGjzM&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY&index=17,"5,6"
Coca Cola - Graduate Opportunites ,https://www.youtube.com/watch?v=2HDAvCgJ5tE,2
Coca Cola Amatil - Key Account Manager ,https://www.youtube.com/watch?v=KDVC_NfKnUk,2
Commercial Construction,https://www.youtube.com/watch?v=phDFeeVSy9g&index=7&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,5
Commercial Flooring,https://www.youtube.com/watch?v=5dhvM7Qlm8E,"5,6"
Community Care and Support,https://www.youtube.com/watch?v=8FwlWpsmTu0,1
Community Health Worker,https://www.youtube.com/watch?v=0qdkSeVeSSQ&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE&index=12,1
Community Healthcare,https://www.youtube.com/watch?v=FGbshtLPd5k&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE&index=4,1
Concrete and Cement,https://www.youtube.com/watch?v=jj18vyL1QgM&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0&index=8,5
Concrete Construction,https://www.youtube.com/watch?v=SpkMGaL1iXE&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC&index=3,5
Concrete Construction,https://www.youtube.com/watch?v=Pc3G7aqRfsI,5
Corrections Case Manager,https://www.youtube.com/watch?v=Ticp55HIPw0,1
Corrections Inmate Employment Instructor,https://www.youtube.com/watch?v=fTKVPJLgFLQ,1
Corrections Officer,https://www.youtube.com/watch?v=W2LwmYl8rJQ,1
Corrections Probation Officer and Community Work Supervisor,https://www.youtube.com/watch?v=rp_aiS7EYOA,1
Corrections Psychologist and Programme Facilitator,https://www.youtube.com/watch?v=ksJjz6crBp4,1
Crane Operation,https://www.youtube.com/watch?v=TYB7UmbLR14&index=11&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,"5,6"
Crane Operator ,https://www.youtube.com/watch?v=aHTVWoKE2bw&list=PLBBD27DE60692B177&index=22,"5,6"
Customs,https://www.youtube.com/watch?v=lWJiRhEB8K0&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_&index=5,"1,2"
Dairy Farmer ,https://www.youtube.com/watch?v=Xnx4GZbaz3E&index=8&list=PLBBD27DE60692B177,3
Dairy Farming,https://www.youtube.com/watch?v=N26T7Iai1GA,3
Deep Sea Fishing - Deckhand ,https://www.youtube.com/watch?v=6_A_o8YNy9E,"2,3"
Deep Sea Fishing - Engineering,https://www.youtube.com/watch?v=JaloE59sldc,"3,6"
Deep Sea Fishing - Processing ,https://www.youtube.com/watch?v=4b3AQ44P5Hk,"3,6"
Dental Hygenist,https://www.youtube.com/watch?v=Kc5aIRnKrpc&list=PLBBD27DE60692B177,1
Dentistry and Oral Health,https://www.youtube.com/watch?v=dccB3YnJQu8,1
Dentistry and Oral Health Hygiene and Therapy,https://www.youtube.com/watch?v=o6Q72lyxluI,1
DOC Ranger,https://www.youtube.com/watch?v=6I9YcveLWWE&index=4&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,"1,3"
Drainlaying,https://www.youtube.com/watch?v=gbTz3QZQQwQ&index=2&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,5
Drilling,https://www.youtube.com/watch?v=0R81mDJGqt4,5
Early Childhood Teacher (Kaiako) Te Puna Reo ,https://www.youtube.com/watch?v=fo7WHHjv0MM,1
Early Childhood Teaching,https://www.youtube.com/watch?v=NvAMYppiG-k,1
Eco Tourism,https://www.youtube.com/watch?v=mIFcOIOr42s,2
Educational Psychologist Teacher,https://www.youtube.com/watch?v=MvyjQAnE6bQ,1
Electrical Engineering,https://www.youtube.com/watch?v=bExHT5hZwHE&index=7&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,"5,6"
Electrician,https://www.youtube.com/watch?v=7w7TxLHB1sI&index=12&list=PLBBD27DE60692B177,"5,6"
Emergency Response,https://www.youtube.com/watch?v=4Tp3U2Evd1I&index=8&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE,1
Equine Industry,https://www.youtube.com/watch?v=HTk4_RzS_hA,3
Fashion,https://www.youtube.com/watch?v=22GhYTsKJk8,2
Fire Investigator,https://www.youtube.com/watch?v=bwuxi_aW39A&index=11&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI,1
Fire Protection,https://www.youtube.com/watch?v=E5uugUu6LCg&index=4&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI,1
Fire Risk Management,https://www.youtube.com/watch?v=vgE0-WNDyMo&index=10&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI,1
Firefighting with the NZ Fire Service,https://www.youtube.com/watch?v=qUh0jcGqZlM,1
Fitness Instructor ,https://www.youtube.com/watch?v=rFDgh9dqfAg&list=PLBBD27DE60692B177&index=16,2
Floor and Wall Tiling,https://www.youtube.com/watch?v=hjfhAYuh6X8&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC&index=7,"4,5,6"
Floor and Wall Tiling,https://www.youtube.com/watch?v=hjfhAYuh6X8,"4,5,6"
Flooring - Resin Flooring Applicator ,https://www.youtube.com/watch?v=UiGx0yDSLu0&index=13&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,"5,6"
Floristry,https://www.youtube.com/watch?v=hAK_dkQcjOk,"2,4"
Food Technologist in the Seafood Industry,https://www.youtube.com/watch?v=Y0Um5zaTSVE&list=PLLPZVmpSEVzz7jXkheuUflts3aDI49nSf,"3,6"
Food Technologist in the Seafood Industry ,https://www.youtube.com/watch?v=Y0Um5zaTSVE&index=1&list=PLLPZVmpSEVzz7jXkheuUflts3aDI49nSf,"3,6"
Forestry,https://www.youtube.com/watch?v=lTaU9ZE45vg,3
Forestry Truck Driver ,https://www.youtube.com/watch?v=9Teew6OTV6E,2
Frame and Truss Manufacturing ,https://www.youtube.com/watch?v=WZVjPgGn2ns&index=5&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC,"5,6"
Frames and Truss Fabrication,https://www.youtube.com/watch?v=3ezdX4-eqs8&index=11&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,"5,6"
Freight Forward - Export,https://www.youtube.com/watch?v=_3Hz_2tOw8M,2
Freight Forwarder ,https://www.youtube.com/watch?v=VAIhY8fArvk,2
Freight Forwarding - Import,https://www.youtube.com/watch?v=3uUeHeoM_gE,2
Fruit Production,https://www.youtube.com/watch?v=bpYHwJs3-4Y,3
Furniture Manufacturing,https://www.youtube.com/watch?v=NCVh9Dv9PRM&index=9&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,"4,6"
Furniture Manufacturing,https://www.youtube.com/watch?v=utHqEjyiCEI,"4,6"
Gardener,https://www.youtube.com/watch?v=PhL00P2kZkM,"2,3"
Gas Technician,https://www.youtube.com/watch?v=hMdMj9wCmlo,5
General Practitioner and Medical Lab Scientist,https://www.youtube.com/watch?v=Vg6E4k1KbKE,1
Glass Making Industry,https://www.youtube.com/watch?v=rh1__rssMU4,"5,6"
Gold Mining,https://www.youtube.com/watch?v=ksXHnxyjUiw,"3,5,6"
Golf Course Management ,https://www.youtube.com/watch?v=qvotefPGpUc,"2,3"
Hairdresser/Barber,https://www.youtube.com/watch?v=KoPueruP_X0,"2,4"
Hairdressing,https://www.youtube.com/watch?v=6SDSDk1PAgk&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=4,"2,4"
Hairdressing,https://www.youtube.com/watch?v=8Q09RtXCCeI&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=10,"2,4"
Health Protection Officer,https://www.youtube.com/watch?v=VzK59mUGMxE&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE&index=11,1
Health Protection Officer,https://www.youtube.com/watch?v=VzK59mUGMxE&index=7&list=PLXFMSG5ysUe9ts1hOuoK10CaHRGclM5Wo,1
Health Protection Officer and a Public Health Nurse,https://www.youtube.com/watch?v=CU3WAvW_CW0,1
"Heating, Ventilation and Air Conditioning",https://www.youtube.com/watch?v=_Er_J28Kj4w&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY&index=16,"5,6"
"Heating, Ventilation and Air Conditioning ",https://www.youtube.com/watch?v=h6t5f7wKUWI&list=PLBBD27DE60692B177&index=23,"5,6"
Hire Industry,https://www.youtube.com/watch?v=-k_nFcclIpY,2
Hospital and Operating Theatre,https://www.youtube.com/watch?v=jlJnQOQN6sU,1
Hospital Theatre,https://www.youtube.com/watch?v=qeY7EmIv7vw,2
Hospitality,https://www.youtube.com/watch?v=YtbJvGvaXtk&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=12,2
Inland Revenue,https://www.youtube.com/watch?v=oH5ghvUUTqw,"1,2"
Interior Designer ,https://www.youtube.com/watch?v=L5frPQ4Kz1w,"4,5"
Interior Systems,https://www.youtube.com/watch?v=bfMqjTBZS1Y&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC&index=8,"5,6"
Interior Systems,https://www.youtube.com/watch?v=1GVaAr4-Apw&index=5&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,"5,6"
Irrigation,https://www.youtube.com/watch?v=TxwRvsrU1Zg,"3,6"
Joinery,https://www.youtube.com/watch?v=RQCSsjHkVys&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0&index=3,"4,6"
KFC,https://www.youtube.com/watch?v=vcbiM5RVnZ4,2
Kura Kaupapa Primary Teacher,https://www.youtube.com/watch?v=CDeTYnlh6n4,1
Landscaping,https://www.youtube.com/watch?v=J9VY85U7oxg,"3,4,5"
Line Fishing,https://www.youtube.com/watch?v=yAQTNIy_zu0,3
Log Transportation,https://www.youtube.com/watch?v=G1z0PAjzcDc,2
Logistics and Freight Forwarding ,https://www.youtube.com/watch?v=YiLHsTf1Ldk,2
Maritime Hospitality - Interislander,https://www.youtube.com/watch?v=YYVzYiTE8_o&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=14,3
McDonald's,https://www.youtube.com/watch?v=54kt0xYOlMo,2
McDonalds - Crew Member,https://www.youtube.com/watch?v=3LF_ofBrgfU&index=17&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD,2
McDonald's - Head Office Careers New Zealand,https://www.youtube.com/watch?v=PTtwH4z0Zjk&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=19,2
McDonald's - Restaurant Manager,https://www.youtube.com/watch?v=1mARKTY_LVo&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=18,2
Meat Processing,https://www.youtube.com/watch?v=E5O4l7wkZ9A,3
Mechanical Engineer ,https://www.youtube.com/watch?v=vlh7eED7w-8&index=24&list=PLBBD27DE60692B177,6
Mechanical Engineering Technician ,https://www.youtube.com/watch?v=rt-HAx0qxaQ&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY&index=13,6
Medical Laboratory Scientist,https://www.youtube.com/watch?v=KDCjlhhnfgI&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE&index=3,1
Medical Laboratory Scientist,https://www.youtube.com/watch?v=_5yo31Pjx0c,2
Medical Laboratory Scientist,https://www.youtube.com/watch?v=6eZnK5YTvt0,1
Mental Health,https://www.youtube.com/watch?v=gu_hiRkIqLY&index=10&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE,1
Mining,https://www.youtube.com/watch?v=Cif6Opn7WC0,"3,5,6"
Motor Trimming,https://www.youtube.com/watch?v=oXt39x7v5jA&list=PLLPZVmpSEVzw_l02-YQRiSwiutXFOQrca&index=13,6
Motorcycle Engineering,https://www.youtube.com/watch?v=rEt16Mh7DZw&list=PLLPZVmpSEVzw_l02-YQRiSwiutXFOQrca&index=9,6
Museum Host - Te Papa,https://www.youtube.com/watch?v=OC7rgjdYuUE,2
Mussel Farming,https://www.youtube.com/watch?v=nHQh0dqJXyA,3
Navy,https://www.youtube.com/watch?v=vZTLh3r-fCI,"1,2,6"
Navy Officer,https://www.youtube.com/watch?v=fmm_GoYHHGs,"1,2"
Nurse with Dept of Corrections,https://www.youtube.com/watch?v=VwfkIoEPfHk&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE&index=13,1
Nurseryman Production,https://www.youtube.com/watch?v=BuAmOvDtrME,"3,5"
NZ Army Electronics Technician ,https://www.youtube.com/watch?v=8-z9lbsxHJE,"1,2,6"
Occupational Therapy,https://www.youtube.com/watch?v=EmSweaCCnjA,2
Ophthalmology with The Eye Institute ,https://www.youtube.com/watch?v=s4TNlR_WLgs,1
Optometrist,https://www.youtube.com/watch?v=1NB4YA9Q7bw&list=PLBBD27DE60692B177&index=10,1
Optometrist2 ,https://www.youtube.com/watch?v=puglVoGRHxo&index=9&list=PLBBD27DE60692B177,1
Optometry - Study Path,https://www.youtube.com/watch?v=9YJHUrVkTh4,1
Optometry with Specsavers,https://www.youtube.com/watch?v=Og8imIV8Qqk,1
Outdoor Power Equipment Technician,https://www.youtube.com/watch?v=KJbb4K-fqRY,6
Outdoor Recreation,https://www.youtube.com/watch?v=466NTNIutos&index=13&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD,1
Outdoor Recreation Guide/Instructor,https://www.youtube.com/watch?v=wGme19zkJfc,6
Overseas Experience,https://www.youtube.com/watch?v=gebZMJ4DK_8,0
Painting and Decorating,https://www.youtube.com/watch?v=ZVChVtgFHvM&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0&index=12,"4,5"
Painting and Decorating,https://www.youtube.com/watch?v=XL1dFu2RS7E,"4,5"
Painting and Decorating ,https://www.youtube.com/watch?v=XL1dFu2RS7E&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC&index=12,"4,5"
Pavement Surfacing,https://www.youtube.com/watch?v=PxvWJicLNyk&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY&index=10,"5,6"
Performing Arts Teacher,https://www.youtube.com/watch?v=YFup_YOi58Q,"1,3"
Personal Fitness Trainer,https://www.youtube.com/watch?v=MkEeepRne-k,2
Petrochemical Engineer,https://www.youtube.com/watch?v=LurOPb6lbxI&index=15&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY,6
Pharmacist,https://www.youtube.com/watch?v=0xxcQQtZKzI&index=2&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE,1
Pharmacy Technician,https://www.youtube.com/watch?v=-jjeKxpAEZM&index=1&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE,1
Physiotherapy and Occupational Therapy,https://www.youtube.com/watch?v=BiK0w39ZvlM,1
Pizza Hut,https://www.youtube.com/watch?v=f9Slq2ck7xQ,2
Plumbing,https://www.youtube.com/watch?v=F3iCl8pyN4c&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_&index=6,5
Power Technician & Line Mechanic,https://www.youtube.com/watch?v=FhrRS4LPhNI,6
Production Worker ,https://www.youtube.com/watch?v=6UEojp7lCks,6
Public Health Doctor,https://www.youtube.com/watch?v=xvn3wiHb81E,1
Public Health Nurse,https://www.youtube.com/watch?v=-u4kpl3nvcA&index=7&list=PLLPZVmpSEVzzdYQIcGLDy8iZx0NI6tbIE,1
Public Health Programme Coordinator,https://www.youtube.com/watch?v=vSBq9zlId7A,1
Public Health Promotion,https://www.youtube.com/watch?v=XBmYf1Dusiw,2
Quarrying,https://www.youtube.com/watch?v=VgGtM5PPcT8&list=PLLPZVmpSEVzyNxeeQJYFYvK_5KA0lAxh9,"5,6"
Real Estate,https://www.youtube.com/watch?v=FEiF0fMUpvA&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,2
Real Estate,https://www.youtube.com/watch?v=qL5JdlIwKao&index=13&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,2
Refrigeration Engineering,https://www.youtube.com/watch?v=s8RHouFMRvc&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY&index=11,6
Removalist,https://www.youtube.com/watch?v=C2EslRuYiJI,2
Residential Building,https://www.youtube.com/watch?v=f5XtNxwGEWM&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC,5
Residential Building,https://www.youtube.com/watch?v=sgd0APsLSXQ,5
Resin Flooring,https://www.youtube.com/watch?v=vzZ-4dK79mQ&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC&index=2,5
Resource Recovery,https://www.youtube.com/watch?v=KZ0WJRlLoP8,2
Resource Teacher in Learning and Behaviour,https://www.youtube.com/watch?v=APZ8NVYik9A&list=PLLPZVmpSEVzzFmiKgA9xsZf-woMJg7Beu&index=5,2
Restaurant Manager,https://www.youtube.com/watch?v=nD1SLSzOVIU&list=PLBBD27DE60692B177&index=3,2
Retail,https://www.youtube.com/watch?v=ecAPuWZmjjo,2
Retail Account Manager,https://www.youtube.com/watch?v=Tn-om7472DM&index=7&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD,2
Retail Buying,https://www.youtube.com/watch?v=wXNIk5KOlGE&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=6,2
Retail Meat Industry,https://www.youtube.com/watch?v=DXsBJg1lsXM,2
Retail Sales - Mitre 10 Mega,https://www.youtube.com/watch?v=yRtZiEjWvUk&index=2&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD,2
Retail Sales - Overland Shoes,https://www.youtube.com/watch?v=_WasP1uCXkE&list=PLLPZVmpSEVzyCXuNJWgaav5IN2-cakLbD&index=3,2
Retail Sales Assistant,https://www.youtube.com/watch?v=n-K255cyBDk&list=PLBBD27DE60692B177&index=5,2
RNZAF - Air Security Specialist ,https://www.youtube.com/watch?v=Ku4OgU8AdQI&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI&index=9,"1,2"
RNZAF - Air Warfare Specialist ,https://www.youtube.com/watch?v=lf5X10Q-YyA&index=8&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI,"1,2"
RNZAF Aircraft Technician,https://www.youtube.com/watch?v=v2P-N0Bj7XI&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI&index=6,"1,2,6"
RNZAF Avionics,https://www.youtube.com/watch?v=qkqVP6v2DUU&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI&index=2,"1,2,6"
RNZAF Avionics Technician,https://www.youtube.com/watch?v=wCMx5ruDa5E,"1,2,6"
RNZAF Communication and Information Systems Technician,https://www.youtube.com/watch?v=2ph272spWds&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI&index=5,"1,2,6"
RNZAF Engineering Officer,https://www.youtube.com/watch?v=TU0Z1xadbu0&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI&index=7,"1,2,6"
RNZAF Pilot,https://www.youtube.com/watch?v=C48Lr07wyrs&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI,"1,2"
RNZAF Safety and Surface Technician,https://www.youtube.com/watch?v=y2UXNd5eW5g&list=PLLPZVmpSEVzxhhwQ0z7A5DB74NDAjPPdI&index=3,"1,2"
Road Construction,https://www.youtube.com/watch?v=f8a95Nkg2fA&list=PLLPZVmpSEVzwx2g38iob_UDFG8BKLVWFY&index=2,"5,6"
Roadmarking,https://www.youtube.com/watch?v=C8Z2qOAEGGk,5
Roofer ,https://www.youtube.com/watch?v=1nnBxjEFlIw&index=20&list=PLBBD27DE60692B177,5
Roofing,https://www.youtube.com/watch?v=QpN3_BMl7K8&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_&index=3,5
Roofing,https://www.youtube.com/watch?v=GE0k2HAPGGg&index=10&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,5
Rural Contracting,https://www.youtube.com/watch?v=zlKzxsKxcTM&index=2&list=PLLPZVmpSEVzz7jXkheuUflts3aDI49nSf,"2,3"
Rural Contracting,https://www.youtube.com/watch?v=zlKzxsKxcTM&list=PLLPZVmpSEVzz7jXkheuUflts3aDI49nSf&index=2,"2,3"
Rural Servicing,https://www.youtube.com/watch?v=FAwU8j0RgYM,"2,3"
Salmon Farming,https://www.youtube.com/watch?v=hh-4onzMvfU,3
Saw Mill,https://www.youtube.com/watch?v=TCaqBBR63sU,"3,6"
Scaffolder ,https://www.youtube.com/watch?v=nr0jvM9-YUc&index=21&list=PLBBD27DE60692B177,5
Scaffolding,https://www.youtube.com/watch?v=Ps-5FlUKTss&index=9&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,5
School Principal,https://www.youtube.com/watch?v=U4U6-4EUAPE,1
Secondary School Teacher,https://www.youtube.com/watch?v=F-Bf-ffu6v8,1
Security,https://www.youtube.com/watch?v=ydKyMNsDq6E&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_&index=12,2
Sheep and Beef Farming,https://www.youtube.com/watch?v=Yp6O2xhi_pA,3
Sheep and Beef Farming,https://www.youtube.com/watch?v=wDexL9m8k5o,3
Skycity - Restaurant Manager,https://www.youtube.com/watch?v=CPzAgd5-Nbo,2
Skycity - Table Games Dealer,https://www.youtube.com/watch?v=7H4aHZgqvEw,2
Solid Plastering,https://www.youtube.com/watch?v=v3qwRwOIwDw&index=6&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0,"4,5"
Sports Leisure Centre Management ,https://www.youtube.com/watch?v=MTX-hoA_RBw,2
Sports Turf Management - Cricket,https://www.youtube.com/watch?v=ai7JQIR5qxk,"2,3"
Sports Turf Management - WestPac,https://www.youtube.com/watch?v=U587FCSbaqE,"2,3"
Store Manager Warehouse Stationery,https://www.youtube.com/watch?v=uoppSm6Z4b4,2
Surveying,https://www.youtube.com/watch?v=HC-WSsRawnE&list=PLLPZVmpSEVzyNxeeQJYFYvK_5KA0lAxh9&index=2,5
Telecommunications,https://www.youtube.com/watch?v=iaxx3Cg2Kbs&index=14&list=PLLPZVmpSEVzwf6kgA4UFsdglBi3fSx0H_,"2,6"
The Warehouse - Team Leader,https://www.youtube.com/watch?v=oAOAYbMBk_k,2
Timber Flooring,https://www.youtube.com/watch?v=tBrm-tEV1nU&list=PLLPZVmpSEVzx3xYkTLTMokawHE6x-6tBC&index=10,"4,5"
Timber Flooring,https://www.youtube.com/watch?v=Pvn6Ow64SjQ&list=PLLPZVmpSEVzyn3c2uKNED9ePovcVyvTF0&index=4,"4,5"
